docid	audio_s	compute_s	generated	deleted
0	1.12	0.03924298286437988		
0	2.24	0.32358479499816895	Certo.	
0	3.3600000000000003	0.29221487045288086	todos	Certo.
0	4.48	0.4812147617340088	Olá a a todos, hoje vou apresentar um	todos
0	5.6000000000000005	0.5784978866577148	todos, hoje vou apresentar nosso trabalho de pesquisa sobre aprendizado.	a todos, hoje vou apresentar um
0	6.720000000000001	0.5258920192718506	trabalho de pesquisa, Learning to Reason Deduct.	pesquisa sobre aprendizado.
0	7.840000000000001	0.5995321273803711	pesquisa, Dedutivamente.	trabalho de pesquisa, Learning to Reason Deduct.
0	8.96	0.9261519908905029	"""Aprendendo a Raciocinar Dedutivamente: Resolver Problemas do Metro como Complexo""."	Dedutivamente.
0	10.080000000000002	1.1803216934204102	"Extração de Raciocínio Complexo""."	"Resolver Problemas do Metro como Complexo""."
0	11.200000000000003	0.9710061550140381	Resolução de Problemas do Metro como Sou o Alan da BioScript.	"Extração de Raciocínio Complexo""."
0	12.320000000000004	0.6110966205596924	"Problemas do Metro como Extração de Raciocínio Complexo"". Sou o Alan, do Laboratório de IA de Biden e este"	Alan da BioScript.
0	13.440000000000005	0.7608413696289062	Alan, do Laboratório de IA de é um trabalho conjunto com	"Problemas do Metro como Extração de Raciocínio Complexo"". Sou o Alan, do Laboratório de IA de Biden e este"
0	14.560000000000006	0.6716046333312988	Biden, e este Thierry, da Universidade de	é um trabalho conjunto com
0	15.680000000000007	0.46757006645202637	Texas em Austin.	de
0	16.800000000000008	0.4522988796234131	do Texas em e este é um trabalho conjunto com Thierry, da Universidade do Texas em Austin, e estamos	Texas em Austin.
0	17.92000000000001	0.5175271034240723	Austin, e Weidu, da SUDD.	e este é um trabalho conjunto com Thierry, da Universidade do Texas em Austin, e estamos
0	19.04000000000001	0.4152030944824219	Weiru, da SUDD.	Weidu, da SUDD.
0	20.16000000000001	0.6652092933654785	Primeiro, gostaria de falar sobre nosso	
0	21.280000000000012	0.7206306457519531	motivação para o raciocínio.	nosso
0	22.400000000000013	0.16757583618164062		motivação para o raciocínio.
0	23.520000000000014	0.7694120407104492	motivação para o raciocínio. Portanto, aqui mostramos um exemplo para	
0	24.640000000000015	1.0792264938354492	nossa motivação para o raciocínio. motivação para o raciocínio. Aqui mostramos um exemplo onde o raciocínio em múltiplas etapas.	motivação para o raciocínio. Portanto, aqui mostramos um exemplo para
0	25.760000000000016	0.7830963134765625	Aqui mostramos um exemplo onde o raciocínio em motivação para o raciocínio. Aqui mostramos um exemplo onde o raciocínio em múltiplos passos é útil.	motivação para o raciocínio. Aqui mostramos um exemplo onde o raciocínio em múltiplas etapas.
0	26.880000000000017	0.6480889320373535	Esta figura foi extraída de	motivação para o raciocínio. Aqui mostramos um exemplo onde o raciocínio em múltiplos passos é útil.
0	28.000000000000018	0.5569961071014404	papel PELM.	de
0	29.12000000000002	0.5494756698608398	do papel eles preferem	papel PELM.
0	30.24000000000002	0.5385510921478271	PELM, onde eles raciocínio em múltiplos passos é útil. Esta figura foi extraída do papel PELM, onde eles realizam prompts para resolver	eles preferem
0	31.36000000000002	0.5384278297424316	realizam prompting para resolver o problema do método.	raciocínio em múltiplos passos é útil. Esta figura foi extraída do papel PELM, onde eles realizam prompts para resolver
0	32.48000000000002	0.5775430202484131	em múltiplos passos é útil. Esta figura foi extraída do papel PELM, onde eles realizam prompting para resolver o problema do método do metro em um	método.
0	33.600000000000016	0.6397531032562256	cenário de aprendizado com poucas amostras.	em múltiplos passos é útil. Esta figura foi extraída do papel PELM, onde eles realizam prompting para resolver o problema do método do metro em um
0	34.72000000000001	0.4037172794342041		
0	35.84000000000001	0.40666747093200684	lado do NetPen,	cenário de aprendizado com poucas amostras.
0	36.96000000000001	0.5097255706787109	lado do pen, podemos ver se	lado do NetPen,
0	38.080000000000005	0.7619168758392334	PELM, onde eles realizam prompting para resolver o problema do método do metro em um cenário de aprendizado com poucas amostras. Do lado do NetPen, podemos ver que, se fornecermos alguns exemplos.	lado do pen, podemos ver se
0	39.2	0.9013276100158691	Do lado do NetPen, podemos ver que, se fornecermos alguns com poucas amostras. Do lado do NetPen, podemos ver que, se fornecermos alguns exemplos apenas com perguntas	PELM, onde eles realizam prompting para resolver o problema do método do metro em um cenário de aprendizado com poucas amostras. Do lado do NetPen, podemos ver que, se fornecermos alguns exemplos.
0	40.32	0.51485276222229	exemplos com poucas amostras. Do lado do NetPen, podemos ver que, se fornecermos alguns exemplos com apenas perguntas e respostas, poderíamos	com poucas amostras. Do lado do NetPen, podemos ver que, se fornecermos alguns exemplos apenas com perguntas
0	41.44	0.5804126262664795	apenas perguntas e respostas, talvez não consigamos obter	poucas amostras. Do lado do NetPen, podemos ver que, se fornecermos alguns exemplos com apenas perguntas e respostas, poderíamos
0	42.559999999999995	0.5263643264770508	respostas corretas.	
0	43.67999999999999	0.6280081272125244	as se fornecermos alguns exemplos com apenas perguntas e respostas, talvez não consigamos obter as respostas corretas. Mas se fornecermos alguns	respostas corretas.
0	44.79999999999999	0.701207160949707	Mas se fornecermos mais raciocínio para esta pergunta,	se fornecermos alguns exemplos com apenas perguntas e respostas, talvez não consigamos obter as respostas corretas. Mas se fornecermos alguns
0	45.91999999999999	0.6061737537384033	respostas, talvez não consigamos obter as respostas corretas. Mas se fornecermos mais descrições de raciocínio, o modelo consegue.	raciocínio para esta pergunta,
0	47.039999999999985	0.7465400695800781	descrições de raciocínio, o modelo	respostas, talvez não consigamos obter as respostas corretas. Mas se fornecermos mais descrições de raciocínio, o modelo consegue.
0	48.15999999999998	0.5387227535247803	consegue prever	
0	49.27999999999998	0.5164890289306641	a descrição do e respostas, talvez não consigamos obter as respostas corretas. Mas se fornecermos mais descrições de raciocínio, o modelo consegue prever a descrição do raciocínio e também	
0	50.39999999999998	0.595404863357544	corretas. Mas se fornecermos mais descrições de raciocínio, o modelo consegue prever a descrição do raciocínio e também fazer uma previsão correta.	e respostas, talvez não consigamos obter as respostas corretas. Mas se fornecermos mais descrições de raciocínio, o modelo consegue prever a descrição do raciocínio e também
0	51.519999999999975	0.4273371696472168	fazer uma previsão aqui.	corretas. Mas se fornecermos mais descrições de raciocínio, o modelo consegue prever a descrição do raciocínio e também fazer uma previsão correta.
0	52.63999999999997	0.25253987312316895	correta	aqui.
0	53.75999999999997	0.3730652332305908	bom	
0	54.87999999999997	0.6117355823516846	Portanto, é descrições de raciocínio, o modelo consegue prever a descrição do raciocínio e também fazer uma previsão correta aqui. Portanto, é bom ter modulações interpretáveis.	bom
0	55.999999999999964	0.692840576171875	ter também.	descrições de raciocínio, o modelo consegue prever a descrição do raciocínio e também fazer uma previsão correta aqui. Portanto, é bom ter modulações interpretáveis.
0	57.11999999999996	0.6671721935272217	raciocínio em múltiplos passos interpretável saída.	também.
0	58.23999999999996	0.6992757320404053	como também fazer uma previsão correta aqui. Portanto, é bom ter raciocínio em múltiplos passos interpretável como saída. Também pensamos que o raciocínio multi-específico	saída.
0	59.35999999999996	0.5573172569274902	Também problema do método	também fazer uma previsão correta aqui. Portanto, é bom ter raciocínio em múltiplos passos interpretável como saída. Também pensamos que o raciocínio multi-específico
0	60.479999999999954	0.5900430679321289	achamos que o é direto e	problema do método
0	61.59999999999995	0.49025583267211914	uma previsão correta aqui. Portanto, é bom ter raciocínio em múltiplos passos interpretável como saída. Também achamos que o problema do método é uma aplicação direta para avaliação.	direto e
0	62.71999999999995	0.6118307113647461	aplicação direta para raciocínio e também fazer uma previsão correta aqui. Portanto, é bom ter raciocínio em múltiplos passos interpretável como saída. Também achamos que o problema do método é uma aplicação direta para avaliar tal raciocínio.	previsão correta aqui. Portanto, é bom ter raciocínio em múltiplos passos interpretável como saída. Também achamos que o problema do método é uma aplicação direta para avaliação.
0	63.83999999999995	0.48015284538269043	raciocínio.	raciocínio e também fazer uma previsão correta aqui. Portanto, é bom ter raciocínio em múltiplos passos interpretável como saída. Também achamos que o problema do método é uma aplicação direta para avaliar tal raciocínio.
0	64.95999999999995	0.28442931175231934		
0	66.07999999999996	0.250077486038208		raciocínio.
0	67.19999999999996	0.5567777156829834	aqui na nossa configuração de problema	
0	68.31999999999996	0.6740725040435791	Portanto, aqui setup de problema, dado o	aqui na nossa configuração de problema
0	69.43999999999997	0.6926059722900391	no nosso setup de problema, dado perguntas, precisamos resolver	setup de problema, dado o
0	70.55999999999997	0.5954513549804688	as esta pergunta e	perguntas, precisamos resolver
0	71.67999999999998	0.46198105812072754		
0	72.79999999999998	0.5165402889251709	obter respostas numéricas.	esta pergunta e
0	73.91999999999999	0.675464391708374	as nosso setup de problema, dado as perguntas, precisamos resolver esta pergunta e obter as respostas numéricas. Portanto, em nossos dados	respostas numéricas.
0	75.03999999999999	0.6689457893371582	perguntas, precisamos resolver esta pergunta e obter as respostas numéricas. Em nossos conjuntos de dados, estamos	nosso setup de problema, dado as perguntas, precisamos resolver esta pergunta e obter as respostas numéricas. Portanto, em nossos dados
0	76.16	0.8351514339447021	Em nossos conjuntos de dados, raciocínio. Portanto, aqui no nosso setup de problema, dado as perguntas, precisamos resolver esta pergunta e obter as respostas numéricas. Em nossos conjuntos de dados, também são fornecidas as matemáticas	perguntas, precisamos resolver esta pergunta e obter as respostas numéricas. Em nossos conjuntos de dados, estamos
0	77.28	0.692415714263916	também aplicação direta para avaliar tal raciocínio. Portanto, aqui no nosso setup de problema, dado as perguntas, precisamos resolver esta pergunta e obter as respostas numéricas. Em nossos conjuntos de dados, também nos são fornecidas expressões matemáticas.	raciocínio. Portanto, aqui no nosso setup de problema, dado as perguntas, precisamos resolver esta pergunta e obter as respostas numéricas. Em nossos conjuntos de dados, também são fornecidas as matemáticas
0	78.4	0.8223695755004883	nos são fornecidas expressões matemáticas, que levam à	aplicação direta para avaliar tal raciocínio. Portanto, aqui no nosso setup de problema, dado as perguntas, precisamos resolver esta pergunta e obter as respostas numéricas. Em nossos conjuntos de dados, também nos são fornecidas expressões matemáticas.
0	79.52000000000001	0.6131582260131836	que levam a isso.	matemáticas, que levam à
0	80.64000000000001	0.6682662963867188	matemáticas que levam a resposta particular.	que levam a isso.
0	81.76000000000002	0.5105748176574707	essa resposta particular.	resposta particular.
0	82.88000000000002	0.24529790878295898	em	particular.
0	84.00000000000003	0.5534203052520752	respostas numéricas. Em nossos conjuntos de dados, também nos são fornecidas expressões matemáticas que levam a essa resposta em particular. Certas suposições são	
0	85.12000000000003	0.6816251277923584	Certas suposições também nos são fornecidas expressões matemáticas que levam a essa resposta em particular. Certas suposições também se aplicam	respostas numéricas. Em nossos conjuntos de dados, também nos são fornecidas expressões matemáticas que levam a essa resposta em particular. Certas suposições são
0	86.24000000000004	0.6810510158538818	se anteriores.	nos são fornecidas expressões matemáticas que levam a essa resposta em particular. Certas suposições também se aplicam
0	87.36000000000004	0.8523783683776855	aplicam, como o procedimento	anteriores.
0	88.48000000000005	0.9150147438049316	no trabalho anterior. Assumimos de dados, também nos são fornecidas expressões matemáticas que levam a essa resposta em particular. Certas suposições também se aplicam, como no trabalho anterior. Assumimos que a precisão das quantidades é menor.	o procedimento
0	89.60000000000005	0.7697367668151855	que a precisão das quantidades é conhecida e nós apenas	de dados, também nos são fornecidas expressões matemáticas que levam a essa resposta em particular. Certas suposições também se aplicam, como no trabalho anterior. Assumimos que a precisão das quantidades é menor.
0	90.72000000000006	0.5960366725921631		nós apenas
0	91.84000000000006	0.6384329795837402	consideramos matemáticas que levam a essa resposta em particular. Certas suposições também se aplicam, como no trabalho anterior. Assumimos que a precisão das quantidades é conhecida e consideramos apenas operadores básicos, tais como	
0	92.96000000000006	0.766510009765625	apenas operadores básicos, matemáticas que levam a essa resposta em particular. Certas suposições também se aplicam, como no trabalho anterior. Assumimos que a precisão das quantidades é conhecida e consideramos apenas operadores básicos, como adição, soma, etc.	matemáticas que levam a essa resposta em particular. Certas suposições também se aplicam, como no trabalho anterior. Assumimos que a precisão das quantidades é conhecida e consideramos apenas operadores básicos, tais como
0	94.08000000000007	0.7382228374481201	como adição, subtração e multiplicação.	matemáticas que levam a essa resposta em particular. Certas suposições também se aplicam, como no trabalho anterior. Assumimos que a precisão das quantidades é conhecida e consideramos apenas operadores básicos, como adição, soma, etc.
0	95.20000000000007	0.656224250793457	multiplicação e divisão.	subtração e multiplicação.
0	96.32000000000008	0.7759401798248291	subtração, e exponenciais.	multiplicação e divisão.
0	97.44000000000008	0.7602512836456299	multiplicação, divisão Além disso,	e exponenciais.
