docid	audio_s	compute_s	generated	deleted
0	0.64	0.00012159347534179688		
0	1.28	0.03963112831115723		
0	1.92	0.03996014595031738		
0	2.56	0.05607938766479492		
0	3.2	0.35568857192993164	Hallo an alle.	
0	3.8400000000000003	0.3435525894165039	ich	an alle.
0	4.48	0.36223936080932617	zusammen. Heute ein	ich
0	5.12	0.39990901947021484	werde ich unsere Forschungsarbeit vorstellen.	ein
0	5.76	0.4266698360443115	Lernen von	vorstellen.
0	6.3999999999999995	0.4517691135406494	"Raisin Detail"" vorstellen."	Lernen von
0	7.039999999999999	0.49116063117980957	"„Learning to Reason Deductively"" vorstellen."	"Raisin Detail"" vorstellen."
0	7.679999999999999	0.37531447410583496		
0	8.319999999999999	0.331803560256958	Metro Problem Solving.	"Reason Deductively"" vorstellen."
0	8.959999999999999	0.41373252868652344	Solving als komplex.	Solving.
0	9.6	0.5160267353057861	komplexe Regionsextraktion.	komplex.
0	10.24	0.3752110004425049		
0	10.88	0.25466299057006836	Alan von	komplexe Regionsextraktion.
0	11.520000000000001	0.40391039848327637	Regionsextraktion. Ich bin Alan von Bidens	Alan von
0	12.160000000000002	0.5361220836639404	Ich bin Alan AI-Lab von Biden und	Regionsextraktion. Ich bin Alan von Bidens
0	12.800000000000002	0.6340038776397705	aus dem Biden, und dies ist ein Journal.	AI-Lab von Biden und
0	13.440000000000003	0.6006190776824951	AI-Labor von Biden, und dies ist gemeinsame Arbeit mit	Biden, und dies ist ein Journal.
0	14.080000000000004	0.43023061752319336	eine Thierry aus dem	gemeinsame Arbeit mit
0	14.720000000000004	0.3605494499206543	Universität.	aus dem
0	15.360000000000005	0.3468348979949951	von der Texas.	Universität.
0	16.000000000000004	0.37985682487487793	Texas at Austin.	Texas.
0	16.640000000000004	0.38079404830932617	University of Texas at Austin und	Texas at Austin.
0	17.280000000000005	0.423323392868042	Weidou von SU.	
0	17.920000000000005	0.3792598247528076	Weiru von SUDD.	Weidou von SU.
0	18.560000000000006	0.35785484313964844		
0	19.200000000000006	0.3793928623199463	Zuerst möchte ich	Weiru von SUDD.
0	19.840000000000007	0.5060992240905762	über unsere sprechen.	
0	20.480000000000008	0.36171841621398926	Motivation sprechen.	sprechen.
0	21.120000000000008	0.42601847648620605	Motivation für das Reasoning sprechen.	sprechen.
0	21.76000000000001	0.3437318801879883		Motivation für das Reasoning sprechen.
0	22.40000000000001	0.25875186920166016	Also hier	
0	23.04000000000001	0.404782772064209	zeigen wir ein Beispiel.	Also hier
0	23.68000000000001	0.6036429405212402	Hier zeigen wir in den Beispielen, dass wir	zeigen wir ein Beispiel.
0	24.32000000000001	0.4948122501373291	AI-Labor von Biden, und dies ist eine gemeinsame Arbeit mit Thierry von der University of Texas at Austin und Weiru von SUDD. Zuerst möchte ich über unsere Motivation für das Reasoning sprechen. Hier zeigen wir ein Beispiel, bei dem mehrstufige	in den Beispielen, dass wir
