docid	audio_s	compute_s	generated	deleted
0	1.36	0.03886890411376953		
0	2.72	0.34816861152648926	tous.	
0	4.08	0.4095149040222168	Bonjour à tous, aujourd'hui je vais	tous.
0	5.44	0.5834259986877441	présenter notre travail de recherche.	aujourd'hui je vais
0	6.800000000000001	0.9693129062652588	aujourd'hui, je vais présenter notre travail de travail de recherche intitulé « Apprendre à raisonner de manière déductive ».	présenter notre travail de recherche.
0	8.16	0.8625786304473877	recherche travail de recherche sur l'apprentissage du raisonnement déductif : la résolution de problèmes de type Metro.	travail de recherche intitulé « Apprendre à raisonner de manière déductive ».
0	9.52	1.103133201599121	raisonner de manière déductive : la résolution de problèmes de type Metro comme expérience complexe de région ».	travail de recherche sur l'apprentissage du raisonnement déductif : la résolution de problèmes de type Metro.
0	10.879999999999999	1.1571581363677979	, extraction complexe de raisonnement ». Je suis Alan de	raisonner de manière déductive : la résolution de problèmes de type Metro comme expérience complexe de région ».
0	12.239999999999998	1.1718685626983643	Rasion Extraction. Je suis Alan du laboratoire d'intelligence artificielle de Biden et ceci	extraction complexe de raisonnement ». Je suis Alan de
0	13.599999999999998	1.434342384338379	Learning to Reason Deductively, Metro Problem Solving as Complex Region Extraction. Je suis Alan du laboratoire d'intelligence artificielle de Biden et il s'agit d'un travail conjoint avec	Rasion Extraction. Je suis Alan du laboratoire d'intelligence artificielle de Biden et ceci
0	14.959999999999997	1.2200157642364502	laboratoire d'intelligence artificielle de Biden, et il s'agit d'un travail conjoint avec Thierry de l'Université de	Biden et il s'agit d'un travail conjoint avec
0	16.319999999999997	0.8885750770568848	laboratoire d'intelligence artificielle de Biden et il s'agit d'un travail conjoint avec Thierry de l'Université du Texas à Austin.	laboratoire d'intelligence artificielle de Biden, et il s'agit d'un travail conjoint avec Thierry de l'Université de
0	17.679999999999996	1.1104984283447266	Biden et il s'agit d'un travail conjoint avec Chiri de l'Université du Texas à Austin et Weo de SUDD.	laboratoire d'intelligence artificielle de Biden et il s'agit d'un travail conjoint avec Thierry de l'Université du Texas à Austin.
0	19.039999999999996	0.9746615886688232	Thierry de l'Université du Texas à Austin et Weiru de SUDD. Tout d'abord, je voudrais	Chiri de l'Université du Texas à Austin et Weo de SUDD.
0	20.399999999999995	1.1293795108795166	s'agit d'un travail conjoint avec Chiri de l'Université du Texas à Austin et Weiru de SUDD. Tout d'abord, je voudrais parler de notre motivation.	Thierry de l'Université du Texas à Austin et Weiru de SUDD. Tout d'abord, je voudrais
0	21.759999999999994	1.2586133480072021	Chiri de l'Université du Texas à Austin et Weiru de SUDD. Tout d'abord, je voudrais parler de notre motivation pour le raisonnement.	s'agit d'un travail conjoint avec Chiri de l'Université du Texas à Austin et Weiru de SUDD. Tout d'abord, je voudrais parler de notre motivation.
0	23.119999999999994	0.5582592487335205	Tout d'abord, je voudrais parler de notre motivation pour le raisonnement. Voici donc un exemple.	
0	24.479999999999993	0.6764135360717773	Voici donc un raisonnement. Voici donc un exemple où le raisonnement en plusieurs étapes est illustré.	Tout d'abord, je voudrais parler de notre motivation pour le raisonnement. Voici donc un exemple.
0	25.839999999999993	0.6162700653076172	exemple est utile.	raisonnement. Voici donc un exemple où le raisonnement en plusieurs étapes est illustré.
0	27.199999999999992	0.6660597324371338	donc un exemple où le raisonnement en plusieurs étapes est utile. Cette figure provient de	est utile.
0	28.55999999999999	0.917262077331543	papier Pound, qui	donc un exemple où le raisonnement en plusieurs étapes est utile. Cette figure provient de
0	29.91999999999999	1.0625760555267334	montrant que le raisonnement en plusieurs étapes est utile. Cette figure provient du papier papier PELM où ils effectuent un prompting	papier Pound, qui
0	31.27999999999999	0.7097246646881104	pour résoudre le problème de la méthode.	papier PELM où ils effectuent un prompting
0	32.63999999999999	0.5926964282989502	problème de la méthode dans un futur proche.	méthode.
0	33.99999999999999	0.6104304790496826	méthode dans un scénario d'apprentissage par quelques exemples.	problème de la méthode dans un futur proche.
0	35.35999999999999	0.6546626091003418	Sur le net pen.	
0	36.71999999999999	0.4971191883087158	côté NetPen, nous pouvons voir si	Sur le net pen.
0	38.07999999999999	0.7076985836029053	Du côté NetPen, nous pouvons voir côté NetPen, nous pouvons voir que si nous fournissons certains exemples	côté NetPen, nous pouvons voir si
0	39.43999999999999	0.7116467952728271	que si nous fournissons avec seulement la question et la réponse.	côté NetPen, nous pouvons voir que si nous fournissons certains exemples
0	40.79999999999999	0.8907780647277832	quelques exemples avec seulement questions et des réponses, nous pourrions ne pas être en mesure de	avec seulement la question et la réponse.
0	42.15999999999999	0.8219263553619385	des questions et des réponses, nous de la méthode dans un scénario d'apprentissage par quelques exemples. Du côté NetPen, nous pouvons voir que si nous fournissons quelques exemples avec seulement des questions et des réponses, nous pourrons peut-être ne pas obtenir la bonne réponse.	questions et des réponses, nous pourrions ne pas être en mesure de
0	43.51999999999999	0.7528727054595947	si nous fournissons quelques exemples avec seulement des questions et des réponses, nous pourrions ne pas obtenir les bonnes réponses. Mais si nous donnons quelques	de la méthode dans un scénario d'apprentissage par quelques exemples. Du côté NetPen, nous pouvons voir que si nous fournissons quelques exemples avec seulement des questions et des réponses, nous pourrons peut-être ne pas obtenir la bonne réponse.
0	44.87999999999999	0.9968967437744141	le problème de la méthode dans un scénario d'apprentissage par quelques exemples. Du côté NetPen, nous pouvons voir que si nous fournissons quelques exemples avec seulement des questions et des réponses, nous pourrons peut-être ne pas obtenir les bonnes réponses. Mais si nous fournissons plus de descriptions de raisonnement,	si nous fournissons quelques exemples avec seulement des questions et des réponses, nous pourrions ne pas obtenir les bonnes réponses. Mais si nous donnons quelques
0	46.23999999999999	1.100698709487915	le modèle est capable de	le problème de la méthode dans un scénario d'apprentissage par quelques exemples. Du côté NetPen, nous pouvons voir que si nous fournissons quelques exemples avec seulement des questions et des réponses, nous pourrons peut-être ne pas obtenir les bonnes réponses. Mais si nous fournissons plus de descriptions de raisonnement,
0	47.59999999999999	1.3927280902862549	pourrions ne pas obtenir les bonnes réponses. Mais si nous fournissons plus de descriptions de raisonnement, descriptions de raisonnement.	le modèle est capable de
0	48.95999999999999	0.5392622947692871	prédire description de raisonnement et aussi	descriptions de raisonnement.
0	50.319999999999986	0.7284822463989258	bonnes réponses. Mais si nous fournissons plus de descriptions de raisonnement, le modèle est capable de prédire les descriptions de raisonnement et également de faire une prédiction correcte.	description de raisonnement et aussi
0	51.679999999999986	0.7561545372009277	les descriptions de raisonnement et également de faire une prédiction ici.	bonnes réponses. Mais si nous fournissons plus de descriptions de raisonnement, le modèle est capable de prédire les descriptions de raisonnement et également de faire une prédiction correcte.
0	53.039999999999985	0.27150654792785645	correcte	ici.
0	54.399999999999984	0.6633093357086182	C'est donc un bon point à inclure dans la présentation.	
0	55.759999999999984	0.8100125789642334	multi-étapes interprétable.	C'est donc un bon point à inclure dans la présentation.
0	57.11999999999998	0.887923002243042	Il est donc bon d'avoir un raisonnement sortie.	multi-étapes interprétable.
0	58.47999999999998	0.732790470123291		sortie.
0	59.83999999999998	0.973024845123291	multi-étapes interprétable en sortie. Nous pensons également que problème de la méthode est	
0	61.19999999999998	0.577582836151123	le problème de la méthode est une application directe à	problème de la méthode est
0	62.55999999999998	0.650083065032959	une application directe une prédiction correcte ici. Il est donc bon d'avoir un raisonnement multi-étapes interprétable en sortie. Nous pensons également que le problème de la méthode est une application directe pour évaluer ce type de raisonnement.	problème de la méthode est une application directe à
0	63.91999999999998	0.5406842231750488	pour évaluer capacité de raisonnement.	une prédiction correcte ici. Il est donc bon d'avoir un raisonnement multi-étapes interprétable en sortie. Nous pensons également que le problème de la méthode est une application directe pour évaluer ce type de raisonnement.
0	65.27999999999999	0.44183993339538574	capacités de raisonnement.	capacité de raisonnement.
0	66.63999999999999	0.6708838939666748	ces Donc ici, dans notre	capacités de raisonnement.
0	67.99999999999999	0.5357217788696289	configuration du problème, donc	Donc ici, dans notre
0	69.35999999999999	0.7117879390716553	Dans notre configuration du problème, questions, nous devons	configuration du problème, donc
0	70.71999999999998	0.7684860229492188	étant donné les résoudre cette question et optimiser	questions, nous devons
0	72.07999999999998	0.5885710716247559	le problème de la méthode est une application directe pour évaluer ces capacités de raisonnement. Dans notre configuration du problème, étant donné les questions, nous devons résoudre cette question et obtenir le nombre.	optimiser
0	73.43999999999998	0.505316972732544	obtenir réponses numériques.	le problème de la méthode est une application directe pour évaluer ces capacités de raisonnement. Dans notre configuration du problème, étant donné les questions, nous devons résoudre cette question et obtenir le nombre.
0	74.79999999999998	0.7649078369140625	les Dans notre configuration du problème, étant donné les questions, nous devons résoudre cette question et obtenir les réponses numériques. Dans nos ensembles de données, nous sommes	réponses numériques.
0	76.15999999999998	0.8271763324737549	également que le problème de la méthode est une application directe pour évaluer ces capacités de raisonnement. Dans notre configuration du problème, étant donné les questions, nous devons résoudre cette question et obtenir les réponses numériques. Dans nos ensembles de données, nous sommes également donnés les mathématiques	notre configuration du problème, étant donné les questions, nous devons résoudre cette question et obtenir les réponses numériques. Dans nos ensembles de données, nous sommes
0	77.51999999999998	0.6568949222564697	donnés également que le problème de la méthode est une application directe pour évaluer ces capacités de raisonnement. Dans notre configuration du problème, étant donné les questions, nous devons résoudre cette question et obtenir les réponses numériques. Dans nos ensembles de données, nous sommes également donnés l'expression mathématique, qui	que le problème de la méthode est une application directe pour évaluer ces capacités de raisonnement. Dans notre configuration du problème, étant donné les questions, nous devons résoudre cette question et obtenir les réponses numériques. Dans nos ensembles de données, nous sommes également donnés les mathématiques
0	78.87999999999998	0.6857666969299316	mène à	également que le problème de la méthode est une application directe pour évaluer ces capacités de raisonnement. Dans notre configuration du problème, étant donné les questions, nous devons résoudre cette question et obtenir les réponses numériques. Dans nos ensembles de données, nous sommes également donnés l'expression mathématique, qui
0	80.23999999999998	0.4982318878173828	particulière	mène à
0	81.59999999999998	0.5325171947479248	conduit à cette réponse particulière.	particulière
0	82.95999999999998	0.4326186180114746		
0	84.31999999999998	0.4670686721801758	réponses numériques. Dans nos ensembles de données, nous sommes également donnés l'expression mathématique, qui conduit à cette réponse particulière. Certaines hypothèses	réponse particulière.
0	85.67999999999998	0.7962777614593506	dans le précédent.	réponses numériques. Dans nos ensembles de données, nous sommes également donnés l'expression mathématique, qui conduit à cette réponse particulière. Certaines hypothèses
0	87.03999999999998	0.9957406520843506	s'appliquent également comme dans travaux précédents. Nous supposons que	dans le précédent.
0	88.39999999999998	0.9186849594116211	les des quantités est connue.	travaux précédents. Nous supposons que
0	89.75999999999998	0.7043843269348145	la précision des quantités est nous sommes également donnés l'expression mathématique, qui conduit à cette réponse particulière. Certaines hypothèses s'appliquent également comme dans les travaux précédents. Nous supposons que la précision des quantités est connue et nous ne pouvons	des quantités est connue.
