docid	audio_s	compute_s	generated	deleted
0	0.8	0.00013065338134765625		
0	1.6	0.28960180282592773	Sim.	
0	2.4000000000000004	0.03969573974609375		
0	3.2	0.3242065906524658	Olá a todos.	Sim.
0	4.0	0.3994014263153076	Hoje vou	
0	4.8	0.39425086975097656	apresentar os nossos resultados.	
0	5.6	0.43863606452941895	trabalho de pesquisa sobre aprendizado.	os nossos resultados.
0	6.3999999999999995	0.5641765594482422	nosso trabalho de trabalho de pesquisa, Aprendendo Detalhes de Uva.	trabalho de pesquisa sobre aprendizado.
0	7.199999999999999	0.6034576892852783	pesquisa, Aprendendo Dedutivamente.	trabalho de pesquisa, Aprendendo Detalhes de Uva.
0	7.999999999999999	0.69122314453125	a Raciocinar Raciocinar Dedutivamente: Resolução de Problemas do Metro.	Dedutivamente.
0	8.799999999999999	0.6342926025390625	Dedutivamente: Resolução de Problemas do Resolução de Problemas do Metro como Computador.	Raciocinar Dedutivamente: Resolução de Problemas do Metro.
0	9.6	0.5556812286376953	Metro como Extração de Regiões Complexas.	Resolução de Problemas do Metro como Computador.
0	10.4	0.5066711902618408	Resolução de Problemas do Metro como Extração de Raciocínio Complexo.	Regiões Complexas.
0	11.200000000000001	0.6214494705200195	Sou o Alan da Bio.	Resolução de Problemas do Metro como Extração de Raciocínio Complexo.
0	12.000000000000002	0.5807075500488281	Biden.	Alan da Bio.
0	12.800000000000002	0.7085516452789307	Alan, do Laboratório de IA de Laboratório de IA de Biden, e este é um jornal.	Biden.
0	13.600000000000003	0.5738060474395752	Biden, e este é um Biden, e este é um trabalho conjunto com a CR.	Laboratório de IA de Biden, e este é um jornal.
0	14.400000000000004	0.42132997512817383	trabalho conjunto com Thierry da Universidade.	Biden, e este é um trabalho conjunto com a CR.
0	15.200000000000005	0.41657090187072754	Universidade do Texas.	Thierry da Universidade.
0	16.000000000000004	0.48935651779174805	Thierry, da Universidade do Texas em Austin.	Universidade do Texas.
0	16.800000000000004	0.40619444847106934	Austin, e estamos	Austin.
0	17.600000000000005	0.5099763870239258	Weidu, da SUDD.	estamos
0	18.400000000000006	0.43805456161499023	Weiru, da SUDD.	Weidu, da SUDD.
0	19.200000000000006	0.5819628238677979	Primeiro, gostaria de	
0	20.000000000000007	0.41402101516723633	falar sobre nosso	
0	20.800000000000008	0.41431498527526855	motivação para	nosso
0	21.60000000000001	0.5127377510070801	nossa motivação para o raciocínio.	motivação para
0	22.40000000000001	0.44679784774780273	Então, aqui	motivação para o raciocínio.
0	23.20000000000001	0.45397281646728516	mostramos um exemplo.	
0	24.00000000000001	0.33892273902893066	exemplo onde	exemplo.
0	24.80000000000001	0.6135036945343018	raciocínio. Então, aqui mostramos um exemplo onde o raciocínio em múltiplos passos é	
0	25.600000000000012	0.5952048301696777	é útil.	raciocínio. Então, aqui mostramos um exemplo onde o raciocínio em múltiplos passos é
0	26.400000000000013	0.4619169235229492	esta figura	é útil.
0	27.200000000000014	0.5141944885253906	o raciocínio em múltiplos passos é útil. Portanto, esta figura foi extraída do	esta figura
0	28.000000000000014	0.5308380126953125	papel PELM.	o raciocínio em múltiplos passos é útil. Portanto, esta figura foi extraída do
0	28.800000000000015	0.6046843528747559	Esta figura foi extraída do onde o raciocínio em múltiplos passos é útil. Esta figura foi extraída do artigo do Pound, onde o	papel PELM.
0	29.600000000000016	0.5495822429656982	onde o raciocínio em múltiplos passos é útil. Esta figura foi extraída do papel PELM, onde eles realizaram com destaque.	onde o raciocínio em múltiplos passos é útil. Esta figura foi extraída do artigo do Pound, onde o
0	30.400000000000016	0.6402356624603271	papel PELM, onde eles prompts para resolver o	onde o raciocínio em múltiplos passos é útil. Esta figura foi extraída do papel PELM, onde eles realizaram com destaque.
0	31.200000000000017	0.547299861907959	realizam prompting para resolver o problema do metro.	prompts para resolver o
0	32.000000000000014	0.5210473537445068	problema do método do metro.	metro.
0	32.80000000000001	0.4540884494781494	método do em poucos disparos.	problema do método do metro.
0	33.60000000000001	0.5486025810241699	metro em cenário de aprendizado com poucas amostras.	em poucos disparos.
0	34.400000000000006	0.40995121002197266		cenário de aprendizado com poucas amostras.
0	35.2	0.6033003330230713	cenários de aprendizado por poucos exemplos. Então, na rede	
0	36.0	0.3927609920501709	lado do NetPen,	Então, na rede
0	36.8	0.5246570110321045	Do podemos ver se	lado do NetPen,
0	37.599999999999994	0.4657285213470459	alguns	se
0	38.39999999999999	0.5606374740600586	que, se exemplos. Do lado do NetPen, podemos ver que, se fornecermos algumas amostras com	alguns
0	39.19999999999999	0.5257532596588135	fornecermos exemplos apenas com perguntas	exemplos. Do lado do NetPen, podemos ver que, se fornecermos algumas amostras com
0	39.999999999999986	0.4906954765319824	exemplos. Do lado do NetPen, podemos ver que, se fornecermos algumas amostras com apenas perguntas e respostas.	exemplos apenas com perguntas
0	40.79999999999998	0.6601917743682861	exemplos. Do lado do NetPen, podemos ver que, se fornecermos apenas algumas amostras com perguntas e respostas, talvez não consigamos	exemplos. Do lado do NetPen, podemos ver que, se fornecermos algumas amostras com apenas perguntas e respostas.
0	41.59999999999998	0.6907680034637451	talvez não consigamos obter	exemplos. Do lado do NetPen, podemos ver que, se fornecermos apenas algumas amostras com perguntas e respostas, talvez não consigamos
0	42.39999999999998	0.3951754570007324	respostas, talvez não consigamos obter as respostas corretas.	talvez não consigamos obter
0	43.199999999999974	0.4650752544403076	Mas se	respostas, talvez não consigamos obter as respostas corretas.
0	43.99999999999997	0.48993515968322754	fornecermos apenas algumas amostras com perguntas e respostas, talvez não consigamos obter as respostas corretas. Mas se fornecermos mais	
0	44.79999999999997	0.5874991416931152	pergunta	apenas algumas amostras com perguntas e respostas, talvez não consigamos obter as respostas corretas. Mas se fornecermos mais
0	45.599999999999966	0.5322275161743164	raciocínio, o modelo	pergunta
0	46.39999999999996	0.5883517265319824	descrições de provar.	raciocínio, o modelo
0	47.19999999999996	0.48704051971435547	consegue raciocínio.	provar.
0	47.99999999999996	0.5181739330291748	prever descrição do raciocínio.	raciocínio.
0	48.799999999999955	0.5254912376403809	a descrição do descrição do raciocínio e também	descrição do raciocínio.
0	49.59999999999995	0.4125971794128418		descrição do raciocínio e também
0	50.39999999999995	0.3668029308319092	fazer corretas. Mas se fornecermos mais descrições de raciocínio, o modelo consegue prever a descrição do raciocínio e também fazer uma previsão correta.	
0	51.199999999999946	0.37751054763793945	uma previsão aqui.	corretas. Mas se fornecermos mais descrições de raciocínio, o modelo consegue prever a descrição do raciocínio e também fazer uma previsão correta.
0	51.99999999999994	0.23287034034729004	correta	aqui.
0	52.79999999999994	0.13265252113342285		
0	53.59999999999994	0.410672664642334	bom fazer um	
0	54.399999999999935	0.4639708995819092	Portanto, é bom ter isso no	bom fazer um
0	55.19999999999993	0.622673749923706	de raciocínio, o modelo consegue prever a descrição do raciocínio e também fazer uma previsão correta aqui. Portanto, é bom ter raciocínio em múltiplos passos interpretável.	isso no
0	55.99999999999993	0.64815354347229	raciocínio em múltiplos passos	de raciocínio, o modelo consegue prever a descrição do raciocínio e também fazer uma previsão correta aqui. Portanto, é bom ter raciocínio em múltiplos passos interpretável.
0	56.799999999999926	0.4234046936035156	interpretável como saída.	
0	57.59999999999992	0.3756723403930664	saída, e também	saída.
