docid	audio_s	compute_s	generated	deleted
0	0.8	0.00011873245239257812		
0	1.6	0.30327343940734863	Sim.	
0	2.4000000000000004	0.04128599166870117		
0	3.2	0.3326301574707031	Olá a todos.	Sim.
0	4.0	0.37412261962890625	Hoje vou	
0	4.8	0.39653968811035156	apresentar os nossos resultados.	
0	5.6	0.4234304428100586	trabalho de pesquisa sobre aprendizado.	os nossos resultados.
0	6.3999999999999995	0.5758507251739502	nosso trabalho de trabalho de pesquisa, Aprendendo Detalhes de Uva.	trabalho de pesquisa sobre aprendizado.
0	7.199999999999999	0.5847413539886475	pesquisa, Aprendendo Dedutivamente.	trabalho de pesquisa, Aprendendo Detalhes de Uva.
0	7.999999999999999	0.7228012084960938	a Raciocinar Raciocinar Dedutivamente: Resolução de Problemas do Metro.	Dedutivamente.
0	8.799999999999999	0.6374714374542236	Dedutivamente: Resolução de Problemas do Resolução de Problemas do Metro como Computador.	Raciocinar Dedutivamente: Resolução de Problemas do Metro.
0	9.6	0.5408244132995605	Metro como Extração de Regiões Complexas.	Resolução de Problemas do Metro como Computador.
0	10.4	0.49494051933288574	Resolução de Problemas do Metro como Extração de Raciocínio Complexo.	Regiões Complexas.
0	11.200000000000001	0.57942795753479	Sou o Alan da Bio.	Resolução de Problemas do Metro como Extração de Raciocínio Complexo.
0	12.000000000000002	0.5956833362579346	Biden.	Alan da Bio.
0	12.800000000000002	0.6982553005218506	Alan, do Laboratório de IA de Laboratório de IA de Biden, e este é um jornal.	Biden.
0	13.600000000000003	0.587226390838623	Biden, e este é um trabalho conjunto com o Cheer.	Laboratório de IA de Biden, e este é um jornal.
0	14.400000000000004	0.7185473442077637	de Biden, e este é um trabalho conjunto com Thierry, da Universidade de (texto original repetido).	o Cheer.
0	15.200000000000005	0.41091299057006836	Thierry, da Universidade Texas.	de Biden, e este é um trabalho conjunto com Thierry, da Universidade de (texto original repetido).
0	16.000000000000004	0.36719632148742676	do Texas em Austin.	Texas.
0	16.800000000000004	0.41056346893310547	Texas em Austin, e estamos	Austin.
0	17.600000000000005	0.5101478099822998	Austin, e Weiru, da SUDD.	Texas em Austin, e estamos
0	18.400000000000006	0.3720579147338867		
0	19.200000000000006	0.3575458526611328	Primeiro, gostaria de	Weiru, da SUDD.
0	20.000000000000007	0.451310396194458	falar sobre nosso	
0	20.800000000000008	0.4176974296569824	motivação para	nosso
0	21.60000000000001	0.5239219665527344	nossa raciocínio.	motivação para
0	22.40000000000001	0.4438331127166748	o Então, aqui	raciocínio.
0	23.20000000000001	0.45918893814086914	mostramos um exemplo.	
0	24.00000000000001	0.4209890365600586	exemplo onde multi-	exemplo.
0	24.80000000000001	0.6041049957275391	motivação para o raciocínio. Então, aqui mostramos um exemplo onde o raciocínio em múltiplas etapas é	multi-
0	25.600000000000012	0.607184648513794	o raciocínio em é útil.	motivação para o raciocínio. Então, aqui mostramos um exemplo onde o raciocínio em múltiplas etapas é
