docid	audio_s	compute_s	generated	deleted
0	1.44	0.04015302658081055		
0	2.88	0.3594944477081299	Hallo an alle.	
0	4.32	0.41057586669921875	Heute werde ich vorstellen	an alle.
0	5.76	0.6727428436279297	"zusammen. Heute werde ich unsere Forschungsarbeit vorstellen, „Learning to"""	Heute werde ich vorstellen
0	7.199999999999999	0.5863566398620605	"„Deduktives Lernen"" vorstellen."	"vorstellen, „Learning to"""
0	8.639999999999999	0.725836992263794	"„Deduktives Lernen: Metro-Problem-Lösung als"" vorstellen."	"Lernen"" vorstellen."
0	10.079999999999998	0.9793689250946045	"komplexes Schlussfolgerungs-Extrahieren"" vorstellen."	"„Deduktives Lernen: Metro-Problem-Lösung als"" vorstellen."
0	11.519999999999998	1.0641820430755615	Ich bin Alan von Bidens	"komplexes Schlussfolgerungs-Extrahieren"" vorstellen."
0	12.959999999999997	1.3036761283874512	Lernen: AI-Labor von Biden und dies ist ein Journal.	Ich bin Alan von Bidens
0	14.399999999999997	1.7193727493286133	Metro-Problem als komplexes AI-Labor von Biden, und dies ist eine gemeinsame Arbeit mit Thierry von der Universität von der Universität von der Universität von der Universität.	AI-Labor von Biden und dies ist ein Journal.
0	15.839999999999996	1.2811753749847412	"räumliches Extrahieren"" vorstellen. Ich bin Alan aus dem AI-Labor von und dies ist eine gemeinsame Arbeit mit Thierry von der Universität Texas an Austin."	AI-Labor von Biden, und dies ist eine gemeinsame Arbeit mit Thierry von der Universität von der Universität von der Universität von der Universität.
0	17.279999999999998	0.9459888935089111	Biden, und dies ist eine gemeinsame Arbeit mit Thierry von der University of Texas at Austin und Weiru von SU.	und dies ist eine gemeinsame Arbeit mit Thierry von der Universität Texas an Austin.
0	18.72	0.9290287494659424	und dies ist eine gemeinsame Arbeit mit Thierry von der University of Texas at Austin und Weiru von SUDD.	Biden, und dies ist eine gemeinsame Arbeit mit Thierry von der University of Texas at Austin und Weiru von SU.
0	20.16	1.2563436031341553	Biden und dies ist eine gemeinsame Arbeit mit Cherry von der University of Texas at Austin und Weiru von SUDD. Zuerst möchte ich über unsere sprechen.	und dies ist eine gemeinsame Arbeit mit Thierry von der University of Texas at Austin und Weiru von SUDD.
