docid	audio_s	compute_s	generated	deleted
0	1.2	0.040015459060668945		
0	2.4	0.30092477798461914	Bonjour.	
0	3.5999999999999996	0.2853364944458008	tous.	Bonjour.
0	4.8	0.5494990348815918	Bonjour à tous, aujourd'hui je vais présenter nos résultats.	tous.
0	6.0	0.6953814029693604	travail de recherche, Learning to Race.	aujourd'hui je vais présenter nos résultats.
0	7.2	0.9458494186401367	aujourd'hui, je vais présenter notre travail de recherche, raisonner de manière déductive ».	travail de recherche, Learning to Race.
0	8.4	0.8940143585205078	intitulé « Apprendre à raisonner de manière déductive raisonner de manière déductive : résolution de problèmes de type Metro » et	raisonner de manière déductive ».
0	9.6	0.7112936973571777	: de manière déductive : le problème de la résolution de métro comme extracteur de régions complexes ».	raisonner de manière déductive : résolution de problèmes de type Metro » et
0	10.799999999999999	0.6429791450500488	extraction complexe de raisonnement ».	de manière déductive : le problème de la résolution de métro comme extracteur de régions complexes ».
0	11.999999999999998	1.040309190750122	la résolution de problèmes de type Metro comme extraction complexe de raisonnement ». Je suis Alan du laboratoire d'intelligence artificielle de Biden.	extraction complexe de raisonnement ».
0	13.199999999999998	0.982996940612793	Je suis Alan du laboratoire d'intelligence artificielle de laboratoire d'intelligence artificielle de Biden, et il s'agit d'un travail conjoint que nous	extraction complexe de raisonnement ». Je suis Alan du laboratoire d'intelligence artificielle de Biden.
0	14.399999999999997	1.1703121662139893	Biden, et il s'agit d'un travail conjoint du laboratoire d'intelligence artificielle de Biden, et il s'agit d'un travail conjoint avec Thierry de l'Université de l'Université de l'Université de l'Université.	laboratoire d'intelligence artificielle de Biden, et il s'agit d'un travail conjoint que nous
0	15.599999999999996	0.5395395755767822	avec Thierry de l'Université Texas à Austin.	du laboratoire d'intelligence artificielle de Biden, et il s'agit d'un travail conjoint avec Thierry de l'Université de l'Université de l'Université de l'Université.
0	16.799999999999997	0.4972100257873535	du Texas à Biden, et il s'agit d'un travail conjoint avec Thierry de l'Université du Texas à Austin, et nous sommes	Texas à Austin.
0	17.999999999999996	0.46160101890563965	Austin et Weiru de SUDD.	Biden, et il s'agit d'un travail conjoint avec Thierry de l'Université du Texas à Austin, et nous sommes
0	19.199999999999996	0.7709698677062988	s'agit d'un travail conjoint avec Thierry de l'Université du Texas à Austin et Weiru de SUDD. Tout d'abord, je voudrais	
0	20.399999999999995	0.594681978225708	parler de notre motivation.	s'agit d'un travail conjoint avec Thierry de l'Université du Texas à Austin et Weiru de SUDD. Tout d'abord, je voudrais
0	21.599999999999994	0.49254822731018066	motivation pour le raisonnement.	motivation.
0	22.799999999999994	0.6905431747436523	nous montrons ici : un	
0	23.999999999999993	0.3526332378387451	Voici exemple où	nous montrons ici : un
0	25.199999999999992	0.6749780178070068	donc un exemple raisonnement. Voici donc un exemple montrant que le raisonnement en plusieurs étapes est utile.	exemple où
0	26.39999999999999	0.6911802291870117	Cette figure	raisonnement. Voici donc un exemple montrant que le raisonnement en plusieurs étapes est utile.
0	27.59999999999999	0.47664546966552734	PELM.	
0	28.79999999999999	0.4551699161529541	provient papier PELM où	PELM.
0	29.99999999999999	0.5963754653930664	du papier ils effectuent un prompting via	papier PELM où
0	31.19999999999999	0.6649503707885742	PELM, où ils le raisonnement en plusieurs étapes est utile. Cette figure provient du papier PELM, où ils utilisent le prompting pour résoudre le problème de Metro.	ils effectuent un prompting via
0	32.39999999999999	0.5393106937408447	utilisent le prompting pour résoudre le problème de problème de méthode dans un	le raisonnement en plusieurs étapes est utile. Cette figure provient du papier PELM, où ils utilisent le prompting pour résoudre le problème de Metro.
