docid	audio_s	compute_s	generated	deleted
0	0.72	0.00013709068298339844		
0	1.44	0.03765296936035156		
0	2.16	0.2861919403076172	Ué	
0	2.88	0.32580065727233887	Olá a todos.	Ué
0	3.5999999999999996	0.3120565414428711		
0	4.319999999999999	0.2575531005859375	Hoje vou apresentar	Olá a todos.
0	5.039999999999999	0.35576844215393066	nossa pesquisa.	
0	5.759999999999999	0.40128016471862793	trabalho de pesquisa: aprender a	nossa pesquisa.
0	6.479999999999999	0.676811933517456	nosso trabalho de trabalho de pesquisa, Aprendendo a Raciocinar Dedutivamente.	trabalho de pesquisa: aprender a
0	7.199999999999998	0.5799908638000488	Dedutivamente.	trabalho de pesquisa, Aprendendo a Raciocinar Dedutivamente.
0	7.919999999999998	0.363170862197876	Problemas do Metrô.	
0	8.639999999999999	0.17133688926696777	Aprendendo a Raciocinar Dedutivamente.	Dedutivamente. Problemas do Metrô.
0	9.36	0.16754889488220215		Aprendendo a Raciocinar Dedutivamente.
0	10.08	0.17142271995544434	Dedutivamente.	
0	10.8	0.784367561340332	Sou o Alan.	Dedutivamente.
0	11.520000000000001	0.8999345302581787	Resolver Problemas do Metro como Extração de Regiões Complexas. Sou o da Biden's	Sou o Alan.
0	12.240000000000002	0.5253775119781494	Laboratório de IA de Biden e este	da Biden's
0	12.960000000000003	0.6755847930908203	Alan, do Laboratório de IA de Biden, e este é um jornal.	Laboratório de IA de Biden e este
0	13.680000000000003	0.5758218765258789	trabalho conjunto com Tyrion.	jornal.
0	14.400000000000004	0.3943288326263428	Thierry da Universidade.	Tyrion.
0	15.120000000000005	0.3963484764099121	Universidade do Texas.	Thierry da Universidade.
0	15.840000000000005	0.4533383846282959	Thierry, da Universidade do Texas em Austin.	Universidade do Texas.
0	16.560000000000006	0.2788853645324707		
0	17.280000000000005	0.43223142623901367	Weidu, da SU.	Texas em Austin.
0	18.000000000000004	0.47767162322998047	E com Weiru, da SUDD.	Weidu, da SU.
0	18.720000000000002	0.35777950286865234		
0	19.44	0.3603518009185791	Primeiro, gostaria de falar sobre	Weiru, da SUDD.
0	20.16	0.5322158336639404	nossa motivação.	
0	20.88	0.4412250518798828	motivação para a pesquisa.	motivação.
0	21.599999999999998	0.47165608406066895	raciocínio.	a pesquisa.
0	22.319999999999997	0.29570913314819336	o	raciocínio.
0	23.039999999999996	0.4519655704498291	Então, aqui mostramos um exemplo.	
0	23.759999999999994	0.43548130989074707	exemplo onde	exemplo.
0	24.479999999999993	0.6082310676574707	motivação para o raciocínio. Então, aqui mostramos um exemplo onde o raciocínio em múltiplos passos.	
0	25.199999999999992	0.5692601203918457	o raciocínio em múltiplos é útil.	motivação para o raciocínio. Então, aqui mostramos um exemplo onde o raciocínio em múltiplos passos.
0	25.91999999999999	0.26582813262939453	passos	é útil.
0	26.63999999999999	0.4745926856994629	Então, aqui mostramos um exemplo onde o raciocínio em múltiplos passos é útil. Portanto, esta figura foi extraída.	
0	27.35999999999999	0.45444655418395996	Portanto, esta figura foi do	Então, aqui mostramos um exemplo onde o raciocínio em múltiplos passos é útil. Portanto, esta figura foi extraída.
0	28.079999999999988	0.40747642517089844	extraída útil. Portanto, esta figura foi extraída do papel PELM.	do
0	28.799999999999986	0.38930749893188477	Pound, onde o	útil. Portanto, esta figura foi extraída do papel PELM.
0	29.519999999999985	0.5341992378234863	onde o raciocínio em múltiplos passos é útil. Portanto, esta figura foi extraída do papel PELM, onde eles realizaram corretamente	Pound, onde o
